Start Time,End Time,Elapsed Time,End PSI,Extension %
2024-05-16 01:56:30,2024-05-16 01:56:49,0:00:19.184056,7006.847974955985,100.00%
2024-05-16 02:00:55,2024-05-16 02:01:42,0:00:46.928011,5405.987086675799,23.16%
2024-05-16 02:01:58,2024-05-16 02:02:21,0:00:22.782940,7012.717667775389,100.00%
