Start Time,End Time,Elapsed Time,End PSI,Extension %
2024-05-16 01:54:40,2024-05-16 01:54:58,0:00:17.942388,6997.847779299559,100.00%
2024-05-16 14:48:36,2024-05-16 14:48:58,0:00:22.328107,6983.7605165329605,100.00%
