Start Time,End Time,Elapsed Time,End PSI,Extension %
2024-05-16 14:57:19,2024-05-16 14:57:56,0:00:37.538395,5615.339463901394,51.78%
2024-05-16 14:57:19,2024-05-16 14:58:22,0:01:02.789976,6805.321854822937,100.00%
