Start Time,End Time,Elapsed Time
2024-05-15 23:56:20,2024-05-15 23:56:38,0:00:17.958554
2024-05-15 23:58:20,2024-05-15 23:58:32,0:00:12.335139
2024-05-16 00:00:39,2024-05-16 00:00:54,0:00:14.382741
2024-05-16 00:04:59,2024-05-16 00:05:22,0:00:22.717823
2024-05-16 00:16:20,2024-05-16 00:16:46,0:00:25.330750,7060.066523185288,100.00%
2024-05-16 00:19:46,2024-05-16 00:20:07,0:00:20.719310,6726.667971042847,100.00%
2024-05-16 00:19:46,2024-05-16 00:20:07,0:00:20.743942,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:07,0:00:20.987333,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:08,0:00:21.057135,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:11,0:00:24.367756,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:11,0:00:24.408099,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:11,0:00:24.983347,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:12,0:00:25.033218,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:13,0:00:26.831475,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:13,0:00:26.861838,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:13,0:00:26.999399,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:14,0:00:27.079409,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:17,0:00:30.299391,1305.4196830365877,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:17,0:00:30.396325,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:17,0:00:30.595334,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:17,0:00:30.599366,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:21,0:00:34.611573,1882.6061436118177,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:21,0:00:34.647581,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:21,0:00:34.867404,0.0,0.00%
2024-05-16 00:19:46,2024-05-16 00:20:21,0:00:34.951982,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:44,0:00:19.877993,6676.188612795932,100.00%
2024-05-16 00:25:24,2024-05-16 00:25:44,0:00:20.018259,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:44,0:00:20.293994,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:44,0:00:20.435341,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:47,0:00:23.298045,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:47,0:00:23.484013,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:48,0:00:23.718285,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:48,0:00:23.920767,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:50,0:00:26.178040,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:50,0:00:26.368866,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:50,0:00:26.538022,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:50,0:00:26.686522,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:52,0:00:28.130216,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:52,0:00:28.235214,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:52,0:00:28.346046,0.0,0.00%
2024-05-16 00:25:24,2024-05-16 00:25:52,0:00:28.541351,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:45,0:00:05.531652,2716.4938368225394,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:47,0:00:06.683906,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:50,0:00:09.951736,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:51,0:00:11.107683,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:53,0:00:13.075861,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:54,0:00:14.339729,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:58,0:00:17.839754,0.0,0.00%
2024-05-16 00:26:40,2024-05-16 00:26:59,0:00:18.987861,0.0,0.00%
